name,year,selling_price,km_driven
Hyundai Grand i10 Asta,2016,550000,45457
Hyundai Creta 1.6 CRDi SX,2017,1260000,39221
Hyundai i20 Sportz 1.2,2016,660000,48220
Hyundai i20 Sportz 1.2,2017,700000,11114
Hyundai Getz 1.5 CRDi GVS,2008,235000,60208
Volkswagen Vento 1.5 TDI Highline,2013,475000,80000
Mercedes-Benz E-Class 280 CDI Elegance,2008,795000,98600
Audi RS7 2015-2019 Sportback Performance,2016,8900000,13000
Audi Q5 3.0 TDI Quattro Technology,2015,3200000,30000
MG Hector Smart AT,2019,1860000,18000
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,2010,4200000,100000
Honda City VX CVT,2015,850000,58000
Mahindra Xylo D4,2017,585000,85441
Mahindra Verito 1.5 D4 BSIV,2015,380000,64541
Maruti Swift Dzire VDI,2019,650000,35000
Maruti Swift ZXI Plus,2018,600000,30000
Nissan Micra Active XV,2017,434999,16267
Volkswagen Vento 1.5 TDI Highline,2013,525000,71500
BMW 5 Series 520d Luxury Line,2019,4800000,12999
Chevrolet Aveo U-VA 1.2 LS,2008,160000,80000
Maruti Zen Estilo 1.1 LXI BSIII,2007,160000,90000
Chevrolet Spark 1.0 LT,2012,125000,28000
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000
Hyundai Creta 1.6 VTVT S,2017,900000,14700
Maruti Alto LX,2000,61000,90000
Maruti Wagon R LXI BS IV,2017,400000,50000
Hyundai Santro Xing XS,2009,150000,100000
Volkswagen Polo GT 1.0 TSI,2019,950000,24000
Tata Indigo CR4,2013,220000,100000
Hyundai Getz GLX,2007,110000,90000
Tata Bolt Revotron XM,2015,375000,30000
Datsun GO Plus T Option,2017,350000,80000
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,310000,92686
Tata Indica GLS BS IV,2010,90000,300000
Volkswagen Vento Petrol Highline,2011,350000,90000
Hyundai Santro LS zipPlus,2003,100000,60000
Mahindra XUV500 AT W6 2WD,2017,1300000,40000
Maruti Wagon R LXI,2004,70000,90000
Chevrolet Sail Hatchback LT ABS,2013,225000,80000
Honda City 1.3 EXI,2002,145000,100000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000
Maruti Swift VXI,2019,550000,51000
Maruti Alto LX BSIII,2008,85000,120000
Hyundai EON Era Plus Sports Edition,2014,280000,55000
Hyundai EON Magna Plus,2018,360000,6000
Maruti Alto LXi,2011,150000,40000
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000
Ambassador CLASSIC 1500 DSL AC,2005,120000,50000
Fiat Linea T Jet Emotion,2010,215000,90000
Renault Scala Diesel RxL,2013,550000,38500
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,35000
Maruti Gypsy King HT BSIV,2001,409999,49359
Maruti 800 AC Uniq,2005,65000,70000
Maruti Wagon R LXI Minor,2008,200000,90000
Maruti Wagon R VXI BS IV,2010,240000,50000
Toyota Innova 2.5 VX 8 STR,2012,800000,108731
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,120000
Tata Sumo Gold EX BSIII,2016,500000,60000
Mahindra Renault Logan 1.5 DLX Diesel,2007,150000,90000
Toyota Etios GD,2014,500000,140000
Hyundai EON Magna Plus,2014,320000,80000
Nissan Micra Diesel XV,2013,300000,90000
Renault Lodgy Stepway 85PS RXZ 8S,2017,650000,40000
Maruti Alto 800 LXI,2018,285000,14000
Tata Aria Pleasure 4x2,2012,360000,70000
Honda Accord 2.4 MT,2009,450000,55000
Maruti Alto LXi,2011,175000,60000
Chevrolet Cruze LT,2011,350000,74000
Ford Figo Aspire 1.5 TDCi Titanium,2020,530000,45000
Honda City i-DTEC ZX,2017,1025000,38000
Honda BR-V i-DTEC VX MT,2017,950000,24000
Honda WR-V i-VTEC VX,2017,725000,29976
Honda City i VTEC VX,2017,919999,41000
Honda Jazz 1.5 V i DTEC,2018,700000,15000
Honda Jazz 1.5 VX i DTEC,2017,725000,36000
Honda BR-V i-VTEC VX MT,2017,840000,30646
Maruti Wagon R VXI BS IV,2015,365000,23600
Honda City i DTEC SV,2014,665000,71318
Maruti 800 Std,2003,50000,78098
Hyundai EON Era Plus,2014,225000,30000
Hyundai i10 Era,2012,229999,45000
Hyundai Santro Xing GL,2008,145000,67000
Ford Figo Aspire Facelift,2018,624000,14681
Hyundai Verna 1.4 VTVT,2015,500000,25000
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,750000,18054
Honda City i DTEC VX,2015,785000,40000
Hyundai i10 Sportz,2011,225000,30000
Hyundai Xcent 1.1 CRDi Base,2017,300000,80000
Hyundai i20 Asta 1.4 CRDi,2016,680000,20000
Mahindra TUV 300 T8,2016,700000,40000
Tata Indigo CS eLS BS IV,2011,180000,120000
Ford Fiesta 1.4 SXi TDCi ABS,2008,270000,120000
Maruti Swift Dzire VXi,2010,370000,97000
Mahindra Xylo H8 ABS with Airbags,2018,1100000,70000
Hyundai Accent CRDi,2004,120000,120000
Skoda Rapid 1.6 TDI PRESTIGE,2013,430000,88000
Maruti Swift ZDi,2014,550000,38406
Hyundai Santro Xing GLS,2014,320000,54350
Maruti Wagon R VXI BS IV,2015,390000,32260
Renault Duster 85PS Diesel RxE,2014,550000,58231
Maruti Swift VXI,2012,370000,59858
Maruti Alto LXi BSIII,2010,190000,73350
Renault Duster 110PS Diesel RxZ,2013,509999,88473
Honda City S,2013,450000,96987
Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016,5500000,77350
Maruti Swift Dzire VDI,2015,550000,61187
Mahindra Xylo E6,2009,400000,68350
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,585000,81150
Hyundai Grand i10 1.2 Kappa Asta,2019,500000,30000
Maruti Ciaz ZXi,2015,800000,30000
Maruti Swift Vdi BSIII,2009,265000,120000
Ford Figo Diesel Titanium,2012,175000,180000
Fiat Palio 1.2 Sport,2007,125000,50000
Tata Manza Aqua Quadrajet BS IV,2010,165000,80000
Mahindra Verito 1.5 D2 BSIII,2011,150000,280000
Hyundai Creta 1.6 CRDi SX Option,2015,1025000,90000
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1030000,250000
Chevrolet Cruze LT,2012,380000,90000
Maruti Swift Dzire LDi,2010,250000,110000
Maruti Zen LX,2000,85000,80000
Fiat Punto EVO 1.3 Dynamic,2016,500000,35000
Hyundai EON Era Plus,2018,350000,15000
Maruti Alto LXi BSIII,2010,190000,52000
Volkswagen Jetta 1.9 TDI Trendline,2009,940000,140000
Maruti Swift VXI,2013,475000,60000
Maruti Alto 800 LXI,2018,300000,17000
Chevrolet Beat LS,2016,250000,70000
Maruti Zen LX,2001,93000,97000
Ford Figo Diesel ZXI,2012,290000,125000
Tata Indica GLS BS IV,2010,75000,300000
Mahindra XUV500 W8 2WD,2015,1000000,120000
Hyundai i20 Asta 1.4 CRDi,2015,550000,87000
Fiat Punto 1.3 Emotion,2010,285000,75000
Tata Indigo Grand Petrol,2014,240000,60000
Hyundai Creta 1.6 VTVT S,2015,850000,25000
Hyundai i20 Active 1.2 SX,2016,650000,26000
Maruti Celerio Green VXI,2017,365000,78000
Hyundai i20 Active 1.2 SX,2016,650000,26000
Chevrolet Sail 1.2 Base,2015,260000,35000
Tata Indigo Grand Petrol,2014,250000,100000
Tata New Safari 4X2,2007,550000,80000
Maruti Wagon R LXI,2004,70000,90000
Chevrolet Sail Hatchback LT ABS,2013,225000,80000
Honda City 1.3 EXI,2002,145000,100000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000
Maruti Swift VXI,2019,550000,51000
Maruti Alto LX BSIII,2008,85000,120000
Hyundai EON Era Plus Sports Edition,2014,280000,55000
Hyundai EON Magna Plus,2018,360000,6000
Maruti Alto LXi,2011,150000,40000
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000
Ambassador CLASSIC 1500 DSL AC,2005,120000,50000
Fiat Linea T Jet Emotion,2010,215000,90000
Renault Scala Diesel RxL,2013,550000,38500
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,35000
Maruti Gypsy King HT BSIV,2001,409999,49359
Maruti 800 AC Uniq,2005,65000,70000
Maruti Wagon R LXI Minor,2008,200000,90000
Maruti Wagon R VXI BS IV,2010,240000,50000
Toyota Innova 2.5 VX 8 STR,2012,800000,108731
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,120000
Maruti Wagon R VXI BSIII,2012,229999,40000
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,120000
Toyota Corolla H2,2005,175000,100000
Maruti Ritz VDi,2012,250000,110000
Hyundai EON Magna Plus,2014,320000,80000
Nissan Micra Diesel XV,2013,300000,90000
Mahindra TUV 300 mHAWK100 T8,2017,800000,60000
Hyundai Verna SX AT Diesel,2009,245000,75000
Hyundai EON Magna Plus,2018,300000,20000
Hyundai Xcent 1.2 CRDi E,2017,350000,80000
Maruti Zen LX - BS III,2006,70000,105700
Maruti Celerio VXI Optional,2017,430999,14000
Chevrolet Spark 1.0,2010,80000,70000
Maruti Alto 800 LXI Optional,2019,335000,28000
Maruti Eeco 7 Seater Standard BSIV,2017,350000,51000
Maruti Alto 800 LXI Opt BSIV,2018,315000,56000
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,1100000,35000
Maruti Esteem Lxi - BSIII,2005,80000,24000
Maruti Alto K10 VXI Optional,2014,285000,64000
Tata Indigo TDI,2009,100000,120000
Maruti Alto LXi,2011,225000,37091
Volvo XC 90 D5 Inscription BSIV,2017,4500000,80000
Maruti Alto K10 VXI,2018,320000,38900
Hyundai Creta 1.6 CRDi SX Plus,2016,1249000,60000
Maruti Wagon R LXI Minor,2008,120000,110000
Volkswagen Vento Diesel Trendline,2011,200000,100000
Hyundai Creta 1.6 CRDi SX,2016,1151000,85000
Tata Indica Vista Quadrajet LS,2012,120000,140000
Renault KWID RXT,2017,220000,20000
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,750000,15000
Mahindra TUV 300 T10 Dual Tone,2018,784000,40000
Honda Jazz 1.2 S i VTEC,2017,500000,50000
Hyundai EON Era Plus,2018,350000,20000
Mahindra XUV500 W7 AT BSIV,2018,1400000,50000
Mahindra Thar CRDe AC,2014,600000,100000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2019,525000,9400
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,930000,12000
Maruti Eeco 5 STR With AC Plus HTR CNG,2017,440000,14100
Maruti Celerio ZXI,2016,434999,21000
Hyundai i10 Magna,2011,250000,28000
Maruti Ertiga SHVS ZDI Plus,2017,940000,35000
Hyundai Verna 1.6 CRDi AT SX,2017,1050000,31000
Maruti Ertiga SHVS ZDI,2016,825000,58000
Maruti Wagon R VXI Minor,2012,229999,25000
Hyundai i20 1.2 Asta,2011,375000,72000
Maruti Ertiga ZDI,2013,640000,89000
Toyota Innova 2.5 V Diesel 8-seater,2012,800000,160000
Ford Figo Petrol ZXI,2012,130000,30000
Hyundai i10 Sportz 1.1L,2014,300000,37555
Maruti Wagon R VXI BS IV,2018,440000,14000
Maruti Ertiga VXI CNG,2014,595000,56600
Mahindra Scorpio EX,2013,450000,110000
Maruti Vitara Brezza VDi Option,2017,690000,50000
Maruti Alto 800 VXI,2019,300000,5000
Chevrolet Sail 1.2 Base,2014,170000,100000
Toyota Etios Liva GD SP,2012,280000,120000
Maruti Swift VXI BSIII,2009,220000,67580
Hyundai Santro Xing GLS,2009,140000,100000
Maruti Esteem Lxi,2004,45000,60000
Ford Figo Diesel Titanium,2014,200000,125000
Mahindra Scorpio 2.6 Turbo 7 Str,2008,325000,120000
Hyundai Verna CRDi SX,2010,300000,130000
Maruti 800 AC,2009,120000,250000
Hyundai Creta 1.6 CRDi SX,2016,535000,52600
Honda City i DTEC S,2014,520000,82000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890
Mahindra Verito Vibe 1.5 dCi D6,2015,280000,40000
Nissan Sunny XL D,2013,225000,78000
Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015,750000,48238
Hyundai i20 1.2 Magna Executive,2016,535000,38365
Mahindra XUV500 W10 1.99 mHawk,2016,1250000,23670
Maruti Baleno Zeta 1.2,2017,650000,49834
Honda Brio S MT,2013,295000,57353
Maruti Swift DDiS VDI,2015,480000,68308
Honda City i DTEC SV,2015,575000,63240
Mahindra Scorpio 1.99 S4,2016,509999,60000
Maruti Alto LXi,2008,69000,100000
Tata Manza Aura Safire BS IV,2013,200000,60000
Toyota Innova 2.5 GX 8 STR BSIV,2012,449000,90000
Tata Harrier XE,2020,426000,1000
Ford Ecosport 1.5 Petrol Ambiente,2017,650000,6000
Tata Tiago 1.05 Revotorq XM,2017,260000,50000
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,295000,90000
Maruti Eeco 5 Seater AC BSIV,2017,260000,30000
Tata Indica Vista Quadrajet LS,2012,120000,140000
Hyundai Verna SX,2007,155000,65000
Honda Jazz 1.5 VX i DTEC,2015,450000,38000
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,320000,80000
Hyundai Verna i (Petrol),2007,123000,50000
Hyundai Santro Xing XO,2006,80000,110000
Maruti SX4 Celebration Petrol,2012,220000,90000
Hyundai i20 Active S Diesel,2018,650000,37000
Maruti Alto 800 LXI,2018,285000,30000
Honda Amaze V CVT Petrol BSIV,2018,725000,26000
Tata Indica Vista Aqua 1.2 Safire BSIV,2010,97000,128000
Maruti Ciaz ZXi,2016,625000,30000
Hyundai i20 Active SX Petrol,2016,550000,23000
Tata Indigo CR4,2012,130000,120000
Hyundai i10 Magna,2012,240000,40000
Nissan Terrano XL 85 PS,2014,600000,27000
Tata New Safari DICOR 2.2 EX 4x2,2012,350000,65000
Hyundai EON Magna Plus,2015,245000,32000
Maruti Swift 1.3 VXi,2009,199000,52536
Mahindra Xylo E4,2011,330000,100000
Maruti Ritz VXI,2009,150000,80000
Hyundai Creta 1.6 CRDi SX,2016,927999,90000
Maruti Zen LXI,2003,70000,60000
Hyundai Xcent 1.2 CRDi SX,2015,399000,55000
Maruti Swift VDI Optional,2015,350000,90000
Mahindra Scorpio 2.6 CRDe,2006,125000,50000
Hyundai Santro Xing XS,2008,150000,90000
Hyundai EON Era Plus,2015,250000,25000
Hyundai Verna 1.6 SX CRDi (O),2014,675000,61000
Maruti S-Cross Alpha DDiS 200 SH,2018,950000,30000
Maruti Eeco 5 STR With AC Plus HTR CNG,2018,409999,45000
Fiat Linea Emotion (Diesel),2011,225000,60000
Honda Civic 1.8 V MT,2008,350000,75000
Tata Indica LSI,2005,51111,140000
Chevrolet Sail 1.3 LS,2013,290000,56000
Toyota Camry Hybrid,2006,310000,62000
Hyundai Verna CRDi SX,2007,212000,58000
Skoda Octavia Elegance 2.0 TDI AT,2013,900000,49000
Chevrolet Beat Diesel LT,2011,221000,56000
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,675000,73000
Honda Amaze S i-Dtech,2014,421000,69000
Maruti SX4 Zxi BSIII,2008,350000,10000
Hyundai Accent Executive CNG,2010,140000,110000
Skoda Octavia Ambiente 1.9 TDI MT,2002,90000,116000
Honda City Edge Edition Diesel SV,2018,830000,40000
Maruti Wagon R LXI Minor,2009,180000,30000
Maruti Swift Vdi BSIII,2009,210000,109000
Maruti SX4 S Cross DDiS 320 Zeta,2017,700000,90000
Tata Nano Cx BSIII,2014,45000,7000
Tata Indigo LX,2012,125000,120000
Hyundai Verna 1.6 VTVT S,2017,530000,64916
Ford Ecosport 1.5 DV5 MT Trend,2018,800000,37161
Maruti Baleno Zeta 1.2,2016,580000,15000
Audi Q3 2.0 TDI Quattro Premium Plus,2012,1400000,118000
Renault KWID 1.0 RXL,2018,300000,50852
Renault KWID RXT Optional,2016,300000,30000
Maruti Ciaz ZDi SHVS,2015,700000,77000
Nissan Sunny XL,2012,250000,70000
Chevrolet Tavera Neo 3 9 Str BSIII,2016,500000,120000
Honda Accord 2.4 AT,2009,428000,40000
Tata Harrier XZ BSIV,2019,1400000,33000
Hyundai EON Era Plus,2013,219000,53500
Maruti Ertiga SHVS LDI,2017,500000,40000
Honda City i DTEC S,2014,520000,82000
Mahindra Scorpio 1.99 S4,2016,509999,60000
Maruti Baleno Alpha 1.2,2019,556000,24000
Tata Indigo Grand Dicor,2014,225000,120000
Honda Amaze EX i-Dtech,2013,325000,65000
Maruti Swift VDI,2013,365000,65000
Hyundai Creta 1.6 CRDi SX Plus,2015,850000,84000
Toyota Etios GD SP,2013,350000,75000
Maruti Swift VDI,2007,225000,50000
Maruti Alto LX,2011,135000,50000
Maruti Wagon R LXI Minor,2007,140000,49000
Maruti SX4 S Cross DDiS 320 Delta,2016,665000,560000
Renault KWID RXT,2015,275000,14365
Toyota Fortuner 2.8 4WD AT BSIV,2017,2750000,41000
Hyundai Verna 1.6 SX,2013,484999,65000
Maruti Ciaz VDi Option SHVS,2015,565000,65000
Maruti Swift Dzire VDI,2013,425000,61083
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,925000,75000
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,565000,72000
Renault Duster 110PS Diesel RxL,2014,525000,65000
Honda City 1.5 S MT,2010,409999,60000
Tata Tigor 1.2 Revotron XZ Option,2018,570000,5000
Maruti SX4 Zxi BSIII,2007,160000,80000
Maruti Ciaz ZDi Plus SHVS,2017,749000,51500
Maruti Swift Dzire VDi,2010,300000,120000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2014,550000,79800
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2015,550000,97000
Ford Ecosport 1.5 Diesel Titanium Plus,2019,1250000,6590
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,49957
Ford Figo 1.5 Sports Edition MT,2017,600000,43235
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,925000,50699
Ford Endeavour 3.2 Titanium AT 4X4,2016,1800000,126000
Ford Figo Aspire 1.5 TDCi Titanium Plus,2015,459999,140730
Hyundai i20 Active 1.2 SX,2015,565000,46000
Hyundai EON Era Plus,2013,170000,80000
Toyota Qualis FS B3,2001,150000,256000
Mahindra Scorpio VLX 2WD BSIII,2008,295000,120000
Hyundai i20 Active 1.4 SX,2018,819999,40000
Hyundai Elite i20 Diesel Asta Option,2019,819999,40000
Maruti Ritz VXi,2015,320000,40000
Ford Ecosport 1.5 DV5 MT Titanium,2015,550000,135000
Mahindra Bolero 2011-2019 SLX,2015,550000,50000
Volkswagen Ameo 1.5 TDI Comfortline,2017,590000,98000
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1050000,70000
Honda City i DTec V,2017,950000,50000
Honda City i-DTEC VX,2017,1000000,30000
Nissan Terrano XE 85 PS,2013,500000,120000
Fiat Punto EVO 1.3 Emotion,2017,450000,70000
Maruti Swift Dzire VDI Optional,2017,720000,35000
Maruti Celerio VDi,2015,390000,70000
Mahindra Thar 4X2,2014,500000,35000
Toyota Fortuner 2.7 2WD AT,2016,2500000,70000
Hyundai i20 1.4 Asta Option,2017,780000,50000
Maruti Swift Dzire ZDI,2015,484999,90000
Volkswagen Vento Diesel Highline,2012,420000,90000
Mahindra XUV500 W10 AWD,2015,1225000,70000
Tata Indica Vista TDI LX,2015,350000,50000
Mahindra Verito 1.5 D4 BSIV,2015,350000,120000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,800000,230000
Hyundai Santro Xing XG AT,2004,125000,70000
Tata Indica V2 DLS BSII,2010,75000,100000
Mahindra KUV 100 G80 K4 Plus,2018,509999,15000
Tata Indigo Classic Dicor,2014,215000,80000
Hyundai Grand i10 1.2 CRDi Asta,2018,465000,25000
Maruti Baleno Alpha 1.2,2017,625000,52000
Hyundai Grand i10 CRDi Magna,2017,490000,66000
Maruti Ertiga SHVS ZDI,2017,880000,64000
Hyundai Santro Xing GL Plus,2013,290000,49000
Tata Sumo GX TC 7 Str BSIII,2006,115999,100000
Maruti Vitara Brezza LDi Option,2017,685000,72000
Honda Jazz S,2009,300000,50000
Hyundai i20 1.4 Sportz,2017,680000,44000
Maruti Swift Dzire VDI,2014,480000,101000
Maruti Swift VDI,2016,630000,55000
Honda City 1.5 GXI,2007,190000,115000
Maruti Swift VDI,2015,500000,100000
Volkswagen Jetta 2.0L TDI Comfortline,2014,850000,52000
Maruti SX4 ZDI,2011,350000,105000
Renault Duster 85PS Diesel RxE,2013,425000,170000
Maruti Swift VDI BSIV,2015,495000,105000
Maruti Ertiga SHVS VDI,2017,890000,60000
Hyundai Verna CRDi 1.6 AT EX,2018,1100000,25000
Mahindra XUV500 W8 2WD,2014,650000,218000
Hyundai Grand i10 1.2 CRDi Asta,2018,465000,25000
Maruti Baleno Alpha 1.2,2017,625000,52000
Hyundai Grand i10 CRDi Magna,2017,490000,66000
Maruti Ertiga SHVS ZDI,2017,880000,64000
Hyundai Santro Xing GL Plus,2013,290000,49000
Tata Sumo GX TC 7 Str BSIII,2006,115999,100000
Maruti Vitara Brezza LDi Option,2017,685000,72000
Honda Jazz S,2009,300000,50000
Hyundai i20 1.4 Sportz,2017,680000,44000
Maruti Swift Dzire VDI,2014,480000,101000
Maruti Swift VDI,2016,630000,55000
Honda City 1.5 GXI,2007,190000,115000
Maruti Swift VDI,2015,500000,100000
Volkswagen Jetta 2.0L TDI Comfortline,2014,850000,52000
Maruti SX4 ZDI,2011,350000,105000
Renault Duster 85PS Diesel RxE,2013,425000,170000
Maruti Swift VDI BSIV,2015,495000,105000
Maruti Ertiga SHVS VDI,2017,890000,60000
Hyundai Verna CRDi 1.6 AT EX,2018,1100000,25000
Mahindra XUV500 W8 2WD,2014,650000,218000
Ford Fiesta 1.6 ZXi Duratec,2009,233000,58000
Tata Indigo CS LS (TDI) BS-III,2015,300000,110000
Honda Amaze S Petrol BSIV,2020,614000,1000
Hyundai i10 Sportz 1.2,2010,250000,100000
Hyundai i10 Sportz 1.2,2010,250000,110000
Maruti Alto LXi,2011,200000,40000
Maruti Wagon R LX Minor,2013,290000,52000
Maruti Wagon R LXI BS IV,2013,320000,80000
Hyundai Santro Xing XS eRLX Euro III,2006,145000,52000
Maruti Alto LXI,2005,100000,124000
Fiat Punto 1.3 Emotion,2010,130000,210000
Hyundai Santro AT,2006,145000,66000
Maruti Alto LX BSIII,2008,110000,120000
Maruti Swift Dzire VDI,2019,680000,40000
Maruti 800 Std,2004,37500,90000
Maruti Ritz VDi,2011,200000,120000
Nissan Sunny Diesel XL,2012,300000,110000
Hyundai Santro GS,2005,80000,56580
Mahindra XUV500 AT W8 FWD,2015,740000,45000
Mahindra Scorpio S10 7 Seater,2015,630000,50000
Hyundai Santro Xing XG,2005,70000,68500
Hyundai Santro Sportz AMT,2019,484999,5007
Nissan Micra Active XV S,2013,164000,30000
Honda City 1.5 V AT,2008,140000,70000
Mercedes-Benz E-Class E250 CDI Elegance,2011,999000,49600
Maruti Alto LXI,2005,56000,23000
BMW 7 Series 730Ld,2006,1050000,30000
Hyundai Verna 1.6 VTVT,2010,190000,38000
Audi Q5 3.0 TDI Quattro Technology,2018,3899000,22000
Maruti Ritz VDi,2011,150000,40000
Hyundai i10 Sportz 1.2,2011,235000,43100
Mahindra Xylo H4,2019,599000,15000
Maruti Alto 800 LXI,2018,200000,35000
Datsun GO Plus T,2017,350000,10171
Renault Duster 110PS Diesel RxL,2015,465000,41123
Toyota Camry Hybrid 2.5,2017,1900000,20118
Maruti Ertiga 1.5 VDI,2019,1000000,15000
Ford Endeavour 2.2 Titanium AT 4X2,2019,2800000,10000
Maruti Swift Dzire VDI,2015,470000,170000
Maruti Celerio ZXI,2017,415000,20000
Nissan Terrano XL 85 PS,2014,500000,82000
Chevrolet Spark 1.0 LT BS3,2013,150000,60000
Maruti Alto STD,2005,95000,50000
Maruti Swift LDI,2012,400000,70000
Maruti Alto LX,2008,114999,66782
Maruti Alto LX,2006,75000,130000
Hyundai Verna 1.6 SX CRDi (O),2013,500000,120000
Maruti 800 AC,2014,195000,75000
Maruti Alto 800 Base,2015,155000,40000
Maruti Alto LXi,2000,65000,90000
Honda City 1.5 GXI,2005,65000,150000
Tata Nano XM,2015,190000,60000
Mahindra Verito 1.5 D6 BSIII,2012,200000,112198
Tata Manza Aura Safire BS IV,2010,160000,60000
Tata Indica Vista Aqua 1.4 TDI,2010,150000,130000
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,530000,175000
Mahindra Scorpio S2 7 Seater,2015,750000,120000
Maruti Ritz VDi,2012,225000,90000
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2012,600000,170000
Hyundai i20 Magna 1.4 CRDi (Diesel),2014,409999,80000
Hyundai i20 Magna 1.4 CRDi,2014,409999,80000
Maruti 800 AC BSIII,2009,110000,83000
